0,0,0.1,0
0,0,0.2,0
0,0,0.3,0
0,0,0.4,0
0,0,0.51,0
0,0,0.61,0
0,0,0.71,0
0,0,0.81,0
0,0,0.91,0
0,0,1.01,0
0,0,1.12,0
0,0,1.22,0
0,0,1.32,0
0,0,1.42,0
0,0,1.52,0
0,0,1.63,0
0,0,1.73,0
0,0,1.83,0
0,0,1.93,0
0,0,2.03,0
0,0,2.14,0
0,0,2.24,0
0,0,2.34,0
0,0,2.44,0
0,0,2.54,0
0,0,2.64,0
0,0,2.75,0
0,0,2.85,0
0,0,2.95,0
0,0,3.05,0
0,0,3.15,0
0,0,3.25,0
0,0,3.36,0
0,0,3.46,0
0,0,3.56,0
0,0,3.66,0
0,0,3.76,0
0,0,3.86,0
0,0,3.97,0
0,0,4.07,0
0,0,4.17,0
0,0,4.27,0
0,0,4.37,0
0,0,4.47,0
0,0,4.58,0
0,0,4.68,0
0,0,4.78,0
0,0,4.88,0
0,0,4.98,0
0,0,5.08,0
39.6,5.88,5.19,4.146902298
78.43,5.88,5.29,8.213170385
98.04,5.88,5.39,10.26672478
98.04,5.88,5.49,10.26672478
127.45,5.88,5.59,13.34653277
127.45,5.88,5.7,13.34653277
108.91,5.88,5.8,11.40502852
106.8,5.88,5.9,11.18406983
108.91,5.88,6,11.40502852
87.38,5.88,6.1,9.150412192
99.01,5.88,6.2,10.36830294
88.24,5.88,6.31,9.240471181
107.84,5.88,6.41,11.29297838
98.04,5.88,6.51,10.26672478
89.11,5.88,6.61,9.331577368
98.04,5.88,6.71,10.26672478
88.24,5.88,6.82,9.240471181
88.24,5.88,6.92,9.240471181
98.04,5.88,7.02,10.26672478
99.01,5.88,7.12,10.36830294
106.8,5.88,7.22,11.18406983
99.01,5.88,7.32,10.36830294
87.38,5.88,7.43,9.150412192
99.01,5.88,7.53,10.36830294
89.11,5.88,7.63,9.331577368
97.09,5.88,7.73,10.16724101
99.01,5.88,7.83,10.36830294
106.8,5.88,7.94,11.18406983
99.01,5.88,8.04,10.36830294
127.45,5.88,8.14,13.34653277
117.65,5.88,8.24,12.32027918
98.04,5.88,8.34,10.26672478
89.11,5.88,8.44,9.331577368
97.09,5.88,8.55,10.16724101
118.8,5.88,8.65,12.44070689
106.8,5.88,8.75,11.18406983
108.91,5.88,8.85,11.40502852
117.65,5.88,8.95,12.32027918
98.04,5.88,9.06,10.26672478
127.45,5.88,9.16,13.34653277
117.65,5.88,9.26,12.32027918
98.04,5.88,9.36,10.26672478
99.01,5.88,9.46,10.36830294
107.84,5.88,9.56,11.29297838
88.24,5.88,9.67,9.240471181
108.91,5.88,9.77,11.40502852
135.92,5.88,9.87,14.2335091
108.91,5.88,9.97,11.40502852
116.5,5.88,10.07,12.19985146
79.21,0,10.18,8.294851794
49.02,0,10.28,5.13336239
29.41,0,10.38,3.079807995
9.8,0,10.48,1.026253599
0,0,10.58,0
0,0,10.69,0
0,0,10.79,0
0,0,10.89,0
0,0,10.99,0
0,0,11.09,0
0,0,11.19,0
0,0,11.3,0
0,0,11.4,0
0,0,11.5,0
0,0,11.6,0
0,0,11.7,0
0,0,11.81,0
0,0,11.91,0
